,date,open,high,low,close,volume,120,180,240
0,2021-03-31,43.0,54.0,42.3,44.8,26233766.0,,,
1,2021-04-01,47.13,53.1,47.0,51.67,17333050.0,,,
2,2021-04-02,53.82,57.19,51.6,54.6,12688428.0,,,
3,2021-04-06,56.5,56.79,52.06,52.9,8454438.0,,,
4,2021-04-07,51.98,54.89,50.55,52.17,6357650.0,,,
5,2021-04-08,51.5,51.97,47.99,48.9,5604359.0,,,
6,2021-04-09,49.3,52.22,48.88,50.15,5163667.0,,,
7,2021-04-12,50.2,52.52,50.2,52.18,4941531.0,,,
8,2021-04-13,51.9,53.13,49.5,51.15,3432276.0,,,
9,2021-04-14,51.0,52.15,49.27,51.35,3166550.0,,,
10,2021-04-15,50.69,51.34,48.51,48.66,3117480.0,,,
11,2021-04-16,48.5,50.5,47.11,48.06,3804942.0,,,
12,2021-04-19,48.01,56.58,46.95,53.64,6838905.0,,,
13,2021-04-20,53.0,57.64,52.58,54.01,5428461.0,,,
14,2021-04-21,53.5,59.99,52.12,57.18,4792556.0,,,
15,2021-04-22,57.18,66.88,56.1,66.88,5591132.0,,,
16,2021-04-23,67.4,69.66,63.51,69.1,4857494.0,,,
17,2021-04-26,67.89,71.47,64.98,65.0,4651326.0,,,
18,2021-04-27,66.38,71.3,64.64,69.5,3746858.0,,,
19,2021-04-28,67.41,81.5,67.2,78.28,4072839.0,,,
20,2021-04-29,77.01,79.6,72.2,73.9,3959315.0,,,
21,2021-04-30,74.5,81.94,72.33,79.33,3021203.0,,,
